[7/4/18 07:57PM]	Picked up an item (Id: Item [id=12158, amount=8], Amount: 8) at Position: 3261, 3270, 0	
[7/11/18 02:08PM]	Sent Private-Message to User: intro and said 'what about it '	
[7/11/18 02:09PM]	Recieved Private-Message from User: Intro which said 'he spawns like 20 tornados that split in a "x" '	
[7/11/18 02:09PM]	Recieved Private-Message from User: Intro which said 'and spam you. '	
[7/11/18 02:09PM]	Sent Private-Message to User: intro and said 'so completely broken haha? '	
[7/11/18 02:09PM]	Recieved Private-Message from User: Intro which said 'completely.'	
[7/11/18 02:10PM]	Recieved Private-Message from User: Intro which said 'well, you can completely avoid his special. '	
[7/11/18 02:10PM]	Recieved Private-Message from User: Intro which said 'so you can literally afk arma. '	
[7/11/18 02:11PM]	Recieved Private-Message from User: Intro which said 'mage prot and stand away from where he spawns the cluster.'	
[7/11/18 02:11PM]	Recieved Private-Message from User: Intro which said 'tele to me. '	
---[7/11/18 02:31PM]	---
Zelazz has given 1 Key to Vali
[7/12/18 08:42AM]	Dropped Item (Id: Item [id=18830, amount=1], Amount: 100000) at Position: 3083, 3504, 0	
[7/12/18 08:42AM]	Dropped Item (Id: Item [id=18831, amount=1], Amount: 100000) at Position: 3083, 3504, 0	
[7/12/18 08:43AM]	Dropped Item (Id: Item [id=13281, amount=1], Amount: 100000) at Position: 3087, 3490, 0	
[7/12/18 08:43AM]	Dropped Item (Id: Item [id=3124, amount=1], Amount: 100000) at Position: 3087, 3490, 0	
[7/12/18 08:57AM]	Dropped Item (Id: Item [id=13901, amount=1], Amount: 100000) at Position: 3101, 3496, 0	
[7/12/18 08:57AM]	Picked up an item (Id: Item [id=13901, amount=1], Amount: 1) at Position: 3101, 3496, 0	
[7/12/18 08:59AM]	Dropped Item (Id: Item [id=13901, amount=1], Amount: 100000) at Position: 3104, 3496, 0	
[7/12/18 08:59AM]	Dropped Item (Id: Item [id=13899, amount=1], Amount: 100000) at Position: 3104, 3496, 0	
[7/12/18 08:59AM]	Dropped Item (Id: Item [id=13926, amount=1], Amount: 100000) at Position: 3104, 3496, 0	
[7/12/18 09:05AM]	Dropped Item (Id: Item [id=7821, amount=1], Amount: 1) at Position: 3099, 3502, 0	
[7/12/18 09:05AM]	Dropped Item (Id: Item [id=13894, amount=1], Amount: 1) at Position: 3099, 3502, 0	
[7/12/18 09:09AM]	Dropped Item (Id: Item [id=3944, amount=1], Amount: 1) at Position: 3099, 3502, 0	
[7/12/18 09:09AM]	Dropped Item (Id: Item [id=1947, amount=1], Amount: 1) at Position: 3099, 3502, 0	
[7/12/18 09:09AM]	Dropped Item (Id: Item [id=8675, amount=1], Amount: 1) at Position: 3099, 3502, 0	
[7/12/18 09:11AM]	Dropped Item (Id: Item [id=13953, amount=3], Amount: 1) at Position: 3099, 3502, 0	
[7/12/18 09:11AM]	Dropped Item (Id: Item [id=13957, amount=3], Amount: 1) at Position: 3099, 3502, 0	
[7/12/18 09:14AM]	Dropped Item (Id: Item [id=13941, amount=1], Amount: 1) at Position: 3094, 3509, 0	
[7/12/18 09:35AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 3098, 3485, 0	
[7/12/18 09:38AM]	Dropped Item (Id: Item [id=6155, amount=1], Amount: 0) at Position: 3086, 3508, 0	
[7/12/18 09:54AM]	Dropped Item (Id: Item [id=5298, amount=2], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 09:55AM]	Dropped Item (Id: Item [id=46, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 09:55AM]	Dropped Item (Id: Item [id=411, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 09:56AM]	Dropped Item (Id: Item [id=207, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 09:56AM]	Dropped Item (Id: Item [id=207, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 09:56AM]	Dropped Item (Id: Item [id=207, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 09:56AM]	Dropped Item (Id: Item [id=207, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 09:56AM]	Dropped Item (Id: Item [id=385, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 09:56AM]	Dropped Item (Id: Item [id=385, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 09:56AM]	Dropped Item (Id: Item [id=385, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 09:57AM]	Dropped Item (Id: Item [id=314, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 10:03AM]	Dropped Item (Id: Item [id=1249, amount=1], Amount: 580) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=13896, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=13920, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=13884, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=13890, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=537, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=9244, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=1514, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=1128, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=4088, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=2364, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=392, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=1114, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=15273, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:50AM]	Dropped Item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 3086, 3508, 0	
[7/12/18 10:58AM]	Dropped Item (Id: Item [id=3985, amount=1], Amount: 0) at Position: 3086, 3508, 0	
[7/13/18 10:33AM]	Dropped Item (Id: Item [id=13887, amount=1], Amount: 0) at Position: 3081, 3511, 0	
[7/13/18 10:33AM]	Picked up an item (Id: Item [id=13887, amount=1], Amount: 1) at Position: 3080, 3511, 0	
[7/13/18 10:42AM]	Sold Item to shop (Id: 2732, Amount: 1)	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/13/18 11:11AM]	Dropped Item (Id: Item [id=239, amount=1], Amount: 1) at Position: 3079, 3511, 0	
[7/14/18 04:37PM]	Dropped Item (Id: Item [id=13920, amount=1], Amount: 0) at Position: 3094, 3493, 0	
[7/14/18 04:37PM]	Picked up an item (Id: Item [id=13920, amount=1], Amount: 1) at Position: 3094, 3492, 0	
[7/14/18 04:37PM]	Dropped Item (Id: Item [id=13920, amount=1], Amount: 0) at Position: 3094, 3493, 0	
[7/14/18 04:37PM]	Picked up an item (Id: Item [id=13920, amount=1], Amount: 1) at Position: 3094, 3492, 0	
[7/14/18 04:37PM]	Dropped Item (Id: Item [id=13920, amount=1], Amount: 0) at Position: 3094, 3493, 0	
[7/14/18 04:37PM]	Picked up an item (Id: Item [id=13920, amount=1], Amount: 1) at Position: 3094, 3493, 0	
[7/14/18 04:38PM]	Dropped Item (Id: Item [id=13858, amount=1], Amount: 0) at Position: 3094, 3496, 0	
[7/14/18 04:39PM]	Dropped Item (Id: Item [id=13861, amount=1], Amount: 1) at Position: 3094, 3495, 0	
[7/14/18 04:39PM]	Dropped Item (Id: Item [id=13864, amount=1], Amount: 1) at Position: 3093, 3495, 0	
[7/14/18 04:39PM]	Picked up an item (Id: Item [id=13864, amount=1], Amount: 1) at Position: 3093, 3496, 0	
[7/14/18 04:39PM]	Picked up an item (Id: Item [id=13858, amount=1], Amount: 1) at Position: 3093, 3495, 0	
[7/14/18 04:39PM]	Picked up an item (Id: Item [id=13861, amount=1], Amount: 1) at Position: 3094, 3496, 0	
[7/14/18 04:39PM]	Dropped Item (Id: Item [id=13861, amount=1], Amount: 1) at Position: 3094, 3495, 0	
[7/14/18 04:39PM]	Dropped Item (Id: Item [id=13864, amount=1], Amount: 1) at Position: 3094, 3496, 0	
[7/14/18 04:39PM]	Dropped Item (Id: Item [id=13858, amount=1], Amount: 1) at Position: 3093, 3495, 0	
[7/14/18 04:39PM]	Picked up an item (Id: Item [id=13858, amount=1], Amount: 1) at Position: 3093, 3495, 0	
[7/14/18 04:39PM]	Picked up an item (Id: Item [id=13864, amount=1], Amount: 1) at Position: 3093, 3495, 0	
[7/14/18 04:39PM]	Picked up an item (Id: Item [id=13861, amount=1], Amount: 1) at Position: 3094, 3496, 0	
