[7/9/18 01:28AM]	Dropped Item (Id: Item [id=1856, amount=1], Amount: 250000) at Position: 3094, 3478, 0	
[7/9/18 01:47AM]	Dropped Item (Id: Item [id=333, amount=1], Amount: 0) at Position: 3104, 3434, 0	
[7/9/18 01:48AM]	Dropped Item (Id: Item [id=1511, amount=1], Amount: 1) at Position: 3101, 3431, 0	
[7/9/18 01:48AM]	Dropped Item (Id: Item [id=1511, amount=1], Amount: 1) at Position: 3101, 3431, 0	
[7/9/18 01:48AM]	Dropped Item (Id: Item [id=1511, amount=1], Amount: 0) at Position: 3101, 3431, 0	
[7/9/18 01:48AM]	Dropped Item (Id: Item [id=1511, amount=1], Amount: 0) at Position: 3101, 3431, 0	
[7/9/18 01:48AM]	Picked up an item (Id: Item [id=1511, amount=1], Amount: 1) at Position: 3101, 3431, 0	
[7/9/18 01:48AM]	Picked up an item (Id: Item [id=1511, amount=1], Amount: 1) at Position: 3101, 3431, 0	
[7/9/18 01:48AM]	Picked up an item (Id: Item [id=1511, amount=1], Amount: 1) at Position: 3101, 3431, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 0) at Position: 3094, 3504, 0	
[7/9/18 01:49AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 0) at Position: 3094, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 0) at Position: 3095, 3504, 0	
[7/9/18 01:50AM]	Dropped Item (Id: Item [id=950, amount=1], Amount: 0) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 0) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 0) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 0) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 0) at Position: 3095, 3504, 0	
[7/9/18 01:51AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 0) at Position: 3095, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 0) at Position: 3096, 3504, 0	
[7/9/18 01:52AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 0) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
[7/9/18 01:53AM]	Dropped Item (Id: Item [id=442, amount=1], Amount: 1) at Position: 3096, 3504, 0	
